Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Quadruped,-0.00015378464630996,0.00598310205159659,0.00185432948237904,0,0,0,0.249804699601231,0.000270520719875212,-2.90321355093228E-06,9.97177408530921E-07,0.000561265997940236,-1.82799360298991E-06,0.000296712584977651,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Quadruped.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Quadruped.STL,,Copy of base assem1-2,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Thigh1_Link,-0.0545698403005456,0.0146554345597752,0.00291630819191364,0,0,0,0.0539963779122503,1.29584423628135E-05,6.67024632526158E-06,-2.61236518773455E-08,2.291933315844E-05,-2.81821887768504E-08,2.49843294571438E-05,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Thigh1_Link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Thigh1_Link.STL,,Copy of legAssem-1/Copy of upperLegAssem-1;Copy of legAssem-1/Copy of middleLeg-1,Origin_Thigh1_Joint,Axis_Thigh1_Joint,Thigh1_Joint,continuous,-0.0390654999999987,-0.0538815367264155,0,1.5707963267949,0,0.0988146875234264,Quadruped,0,1,0,,,,,,,,,,,,
Shin1_Link,0.0892929753913887,0.000524244558547986,0.124070762240656,0,0,0,0.0578934425503477,5.19105333051062E-06,-1.68835425081224E-07,-2.1134891416634E-06,9.84784531286188E-05,-1.0816772532208E-08,9.48222239939683E-05,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Shin1_Link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Shin1_Link.STL,,Copy of legAssem-1/Copy of towerproAssemSingle-1;Copy of legAssem-1/Copy of endLegFoot-2,Origin_Shin1_Joint,Axis_Shin1_Joint,Shin1_Joint,continuous,0,0.0782262384375112,0,1.5707963267949,0,-1.65926745961856,Thigh1_Link,0.996088981335105,0,-0.0883557653059113,,,,,,,,,,,,
Foot1_Link,-0.0217799060111764,0.141583392875683,0.000158750645011599,0,0,0,0.00914057897642937,1.43388059300199E-06,6.66353810967667E-08,1.9161612405122E-14,7.41969158641372E-07,-1.28331133284468E-13,1.33502935768451E-06,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Foot1_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Foot1_Link.STL,,Copy of legAssem-1/Copy of FootV2-1,Origin_foot1_Joint,Axis_foot1_Joint,foot1_Joint,continuous,0.151338456248319,0,-0.0134241271338217,1.5707963267949,-0.0884711328236603,-3.14159265358979,Shin1_Link,1,0,0,,,,,,,,,,,,
Thigh2_Link,-0.0428381394799166,0.0254412669047211,0.00291630750864779,0,0,0,0.0539963748679672,2.40390969188525E-05,5.73769477599079E-06,-2.63824185804164E-08,1.18386784033394E-05,-2.84200309366262E-08,2.49843293303803E-05,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Thigh2_Link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Thigh2_Link.STL,,Copy of legAssem-2/Copy of upperLegAssem-1;Copy of legAssem-2/Copy of middleLeg-1,Origin_Thigh2_Joint,Axis_Thigh2_Joint,Thigh2_Joint,continuous,0.0390654999999996,-0.0538815367264143,0,1.57079632679491,0,2.27816521599251,Quadruped,0,1,0,,,,,,,,,,,,
Shin2_Link,-0.0296585383581865,0.000524244208756353,0.135544012679483,0,0,0,0.0578934415393017,5.18978395918255E-06,-1.68960441980538E-07,-2.11274764913103E-06,9.84784530745943E-05,-1.08885281612082E-08,9.4823493254292E-05,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Shin2_Link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Shin2_Link.STL,,Copy of legAssem-2/Copy of towerproAssemSingle-1;Copy of legAssem-2/Copy of endLegFoot-2,Origin_Shin2_Joint,Axis_Shin2_Joint,Shin2_Joint,continuous,0,-0.0409367652139851,0,1.57079632679491,0,-2.0949535069755,Thigh2_Link,0.865746066487659,0,-0.500483514574801,,,,,,,,,,,,
Foot2_Link,0.00616011444947555,0.147432131326342,0.000158758883308144,0,0,0,0.00914057905747706,1.43388058850935E-06,6.66354888171241E-08,9.08725544711791E-14,7.41969157898052E-07,-1.18456942251138E-13,1.33502935366218E-06,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Foot2_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Foot2_Link.STL,,Copy of legAssem-2/Copy of FootV2-1,Origin_Foot2_Joint,Axis_Foot2_Joint,Foot2_Joint,continuous,-0.00218582451977871,0,0.0012636143324808,1.57079632679492,-0.524157180180599,3.14159265358976,Shin2_Link,1,0,0,,,,,,,,,,,,
Thigh3_Link,-0.0504817349530855,0.020372992496018,0.00291630787451894,0,0,0,0.0539963764838059,1.78639062225316E-05,8.34687134477563E-06,-2.6213829505366E-08,1.80138692073677E-05,-2.83082688021049E-08,2.49843294028074E-05,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Thigh3_Link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Thigh3_Link.STL,,Copy of legAssem-3/Copy of upperLegAssem-1;Copy of legAssem-3/Copy of middleLeg-1,Origin_Thigh3_Joint,Axis_Thigh3_Joint,Thigh3_Joint,continuous,0.0394334999999994,0.0534799999999998,0,1.57079632679491,0,-2.78379592383675,Quadruped,0,1,0,,,,,,,,,,,,
Shin3_Link,-0.0175951991522868,0.000524244133661318,0.161105964255909,0,0,0,0.0578934409646989,5.19137301232651E-06,-1.68786390731139E-07,-2.11391528844394E-06,9.84784530531228E-05,-1.08004114953346E-08,9.48219041863955E-05,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Shin3_Link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Shin3_Link.STL,,Copy of legAssem-3/Copy of towerproAssemSingle-1;Copy of legAssem-3/Copy of endLegFoot-2,Origin_Shin3_Joint,Axis_Shin3_Joint,Shin3_Joint,continuous,0,-0.0617384132830123,0,1.5707963267949,0,-2.08009224333623,Thigh3_Link,0.873088008817442,0,-0.487562640959286,,,,,,,,,,,,
Foot3_Link,0.00616011511678777,0.175922028789006,0.000158757316407208,0,0,0,0.00914057903727103,1.43388054325383E-06,6.6635469140512E-08,4.07491870127514E-13,7.41969110605252E-07,-1.34870054994751E-13,1.33502935775728E-06,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Foot3_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://FullAssemV2_URDF_3/meshes/Foot3_Link.STL,,Copy of legAssem-3/Copy of FootV2-1,Origin_Foot3_Joint,Axis_Foot3_Joint,Foot3_Joint,continuous,-0.00201007945197229,0,0.00112249811730789,1.57079632679489,-0.509295916541321,3.14159265358979,Shin3_Link,1,0,0,,,,,,,,,,,,
